path	added	removed	stage	status	evidence
codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__spine_tree_snapshot_configured_status_line_footer.snap	9	0	P5	pending	
codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__status_line_setup_popup_spine_node.snap	20	0	P5	pending	
codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__status_widget_active.snap	1	1	P5	pending	
codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__thread_name_update_resume_hint.snap	1	1	P5	pending	
codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__unified_exec_begin_restores_working_status.snap	1	1	P5	pending	
codex-rs/tui/src/chatwidget/status_controls.rs	23	7	P5	pending	
codex-rs/tui/src/chatwidget/status_state.rs	19	4	P5	pending	
codex-rs/tui/src/chatwidget/status_surfaces.rs	40	0	P5	pending	
codex-rs/tui/src/chatwidget/streaming.rs	4	8	P5	pending	
codex-rs/tui/src/chatwidget/tests.rs	10	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/app_server.rs	1	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/composer_submission.rs	9	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/config_errors_tests.rs	12	2	P5	pending	
codex-rs/tui/src/chatwidget/tests/exec_flow.rs	1	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/history_replay.rs	11	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/permissions.rs	3	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/plan_mode.rs	2	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/popups_and_settings.rs	15	2	P5	pending	
codex-rs/tui/src/chatwidget/tests/slash_commands.rs	49	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/spine_status.rs	72	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/status_and_layout.rs	96	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/status_surface_previews.rs	57	0	P5	pending	
codex-rs/tui/src/chatwidget/tests/terminal_title.rs	4	0	P5	pending	
codex-rs/tui/src/chatwidget/turn_runtime.rs	24	0	P5	pending	
codex-rs/tui/src/clipboard_paste.rs	658	0	P5	pending	
codex-rs/tui/src/history_cell/mod.rs	14	0	P5	pending	
codex-rs/tui/src/history_cell/session.rs	15	6	P5	pending	
codex-rs/tui/src/history_cell/snapshots/codex_tui__history_cell__spine_tree__tests__live_spawn_settlement_handoff.snap	6	0	P5	pending	
codex-rs/tui/src/history_cell/snapshots/codex_tui__history_cell__spine_tree__tests__live_spawn_without_authoritative_tree.snap	7	0	P5	pending	
codex-rs/tui/src/history_cell/snapshots/codex_tui__history_cell__spine_tree__tests__settled_spawn_authoritative_history.snap	6	0	P5	pending	
codex-rs/tui/src/history_cell/snapshots/codex_tui__history_cell__tests__pnpm_update_available_history_cell_snapshot.snap	8	7	P5	pending	
codex-rs/tui/src/history_cell/snapshots/codex_tui__history_cell__tests__session_info_availability_nux_tooltip_snapshot.snap	3	2	P5	pending	
codex-rs/tui/src/history_cell/snapshots/codex_tui__history_cell__tests__standalone_unix_update_available_history_cell_snapshot.snap	2	1	P5	pending	
codex-rs/tui/src/history_cell/snapshots/codex_tui__history_cell__tests__standalone_windows_update_available_history_cell_snapshot.snap	2	1	P5	pending	
codex-rs/tui/src/history_cell/spine_spawn_completion.rs	550	0	P5	pending	
codex-rs/tui/src/history_cell/spine_spawn_progress.rs	705	0	P5	pending	
codex-rs/tui/src/history_cell/spine_spawn_progress_tests.rs	852	0	P5	pending	
codex-rs/tui/src/history_cell/spine_tree.rs	3899	0	P5	pending	
codex-rs/tui/src/history_cell/spine_tree_debug.rs	372	0	P5	pending	
codex-rs/tui/src/history_cell/spine_tree_debug_tests.rs	175	0	P5	pending	
codex-rs/tui/src/history_cell/tests.rs	36	0	P5	pending	
codex-rs/tui/src/insert_history.rs	240	17	P5	pending	
codex-rs/tui/src/lib.rs	54	1	P5	pending	
codex-rs/tui/src/motion.rs	229	0	P5	pending	
codex-rs/tui/src/multi_agents.rs	403	9	P5	pending	
codex-rs/tui/src/npm_registry.rs	2	2	P5	pending	
codex-rs/tui/src/onboarding/onboarding_screen.rs	9	5	P5	pending	
codex-rs/tui/src/onboarding/welcome.rs	38	6	P5	pending	
codex-rs/tui/src/product_brand.rs	42	0	P5	pending	
codex-rs/tui/src/session_log.rs	17	0	P5	pending	
codex-rs/tui/src/session_state.rs	1	0	P5	pending	
codex-rs/tui/src/shimmer.rs	179	36	P5	pending	
codex-rs/tui/src/shimmer_tests.rs	43	0	P5	pending	
codex-rs/tui/src/slash_command.rs	10	0	P5	pending	
codex-rs/tui/src/snapshots/codex_tui__app__tests__spine_agent_picker_prefers_spawn_summary.snap	11	0	P5	pending	
codex-rs/tui/src/snapshots/codex_tui__status_indicator_widget__tests__renders_organic_working_header_when_enabled.snap	5	0	P5	pending	
codex-rs/tui/src/status/card.rs	10	5	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_cached_limits_hide_credits_without_flag.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_includes_credits_and_limits.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_includes_enterprise_monthly_credit_limit.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_includes_forked_from.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_includes_monthly_limit.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_includes_reasoning_details.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_active_user_defined_profile.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_auto_review_permissions.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_chatgpt_plan_without_email.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_missing_limits_message.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_refreshing_limits_notice.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_stale_limits_message.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_unavailable_limits_message.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_treats_refreshing_empty_limits_as_unavailable.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_truncates_halfwidth_kana_in_narrow_terminal.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_truncates_in_narrow_terminal.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_uses_default_reasoning_when_config_empty.snap	4	3	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_uses_generic_limit_labels_for_unsupported_windows.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_wraps_enterprise_monthly_credit_details_in_narrow_terminal.snap	2	1	P5	pending	
codex-rs/tui/src/status/snapshots/codex_tui__status__tests__transcript_overlay_status_rate_limit_refresh.snap	3	2	P5	pending	
codex-rs/tui/src/status/tests.rs	75	1	P5	pending	
codex-rs/tui/src/status_indicator_widget.rs	213	14	P5	pending	
codex-rs/tui/src/style.rs	37	0	P5	pending	
codex-rs/tui/src/test_backend.rs	14	1	P5	pending	
codex-rs/tui/src/tooltips.rs	3	3	P5	pending	
codex-rs/tui/src/tui.rs	1	1	P5	pending	
codex-rs/tui/src/update_action.rs	21	9	P5	pending	
codex-rs/tui/src/update_prompt.rs	1	1	P5	pending	
codex-rs/tui/src/update_versions.rs	10	3	P5	pending	
codex-rs/tui/src/updates.rs	1	1	P5	pending	
codex-rs/tui/src/updates_cache.rs	1	1	P5	pending	
codex-rs/tui/src/updates_cache_tests.rs	4	0	P5	pending	
codex-rs/tui/tests/suite/focus_palette.rs	3	1	P5	pending	
codex-rs/tui/tooltips.txt	3	3	P5	pending	
codex-rs/utils/cli/Cargo.toml	1	0	P6	pending	
codex-rs/utils/cli/src/lib.rs	1	0	P6	pending	
codex-rs/utils/cli/src/resume_command.rs	16	11	P6	pending	
docs/spine-feedback.md	80	0	P6	pending	
scripts/codex-desktop/start-spinecodex-desktop.cmd	12	0	P6	pending	
scripts/codex-desktop/start-spinecodex-desktop.command	79	0	P6	pending	
scripts/codex-desktop/start-spinecodex-desktop.ps1	190	0	P6	pending	
scripts/stage_npm_packages.py	58	35	P6	pending	
